Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)",ICD10 codes
Projections,Melanoma of the skin,2017,Females,90+,218,174.5,C43
Projections,Melanoma of the skin,2018,Females,00–04,1,0.1,C43
Projections,Melanoma of the skin,2018,Females,05–09,0,0.0,C43
Projections,Melanoma of the skin,2018,Females,10–14,1,0.1,C43
Projections,Melanoma of the skin,2018,Females,15–19,16,2.2,C43
Projections,Melanoma of the skin,2018,Females,20–24,47,5.5,C43
Projections,Melanoma of the skin,2018,Females,25–29,142,15.2,C43
Projections,Melanoma of the skin,2018,Females,30–34,199,21.1,C43
Projections,Melanoma of the skin,2018,Females,35–39,253,29.2,C43
Projections,Melanoma of the skin,2018,Females,40–44,344,43.0,C43
Projections,Melanoma of the skin,2018,Females,45–49,455,53.4,C43
Projections,Melanoma of the skin,2018,Females,50–54,529,67.9,C43
Projections,Melanoma of the skin,2018,Females,55–59,553,70.9,C43
Projections,Melanoma of the skin,2018,Females,60–64,656,94.0,C43
Projections,Melanoma of the skin,2018,Females,65–69,815,132.1,C43
Projections,Melanoma of the skin,2018,Females,70–74,711,137.4,C43
Projections,Melanoma of the skin,2018,Females,75–79,578,157.8,C43
Projections,Melanoma of the skin,2018,Females,80–84,425,159.0,C43
Projections,Melanoma of the skin,2018,Females,85–89,357,194.7,C43
Projections,Melanoma of the skin,2018,Females,90+,231,178.9,C43
Projections,Melanoma of the skin,2019,Females,00–04,2,0.3,C43
Projections,Melanoma of the skin,2019,Females,05–09,0,0.0,C43
Projections,Melanoma of the skin,2019,Females,10–14,1,0.1,C43
Projections,Melanoma of the skin,2019,Females,15–19,16,2.2,C43
Projections,Melanoma of the skin,2019,Females,20–24,43,5.0,C43
Projections,Melanoma of the skin,2019,Females,25–29,143,15.1,C43
Projections,Melanoma of the skin,2019,Females,30–34,200,20.9,C43
Projections,Melanoma of the skin,2019,Females,35–39,258,28.8,C43
Projections,Melanoma of the skin,2019,Females,40–44,345,43.0,C43
Projections,Melanoma of the skin,2019,Females,45–49,457,53.6,C43
Projections,Melanoma of the skin,2019,Females,50–54,540,68.8,C43
Projections,Melanoma of the skin,2019,Females,55–59,558,70.8,C43
Projections,Melanoma of the skin,2019,Females,60–64,676,94.9,C43
Projections,Melanoma of the skin,2019,Females,65–69,854,135.7,C43
Projections,Melanoma of the skin,2019,Females,70–74,756,140.2,C43
Projections,Melanoma of the skin,2019,Females,75–79,619,161.6,C43
Projections,Melanoma of the skin,2019,Females,80–84,447,161.3,C43
Projections,Melanoma of the skin,2019,Females,85–89,369,200.7,C43
Projections,Melanoma of the skin,2019,Females,90+,245,183.2,C43
Projections,Melanoma of the skin,2020,Females,00–04,2,0.3,C43
Projections,Melanoma of the skin,2020,Females,05–09,0,0.0,C43
Projections,Melanoma of the skin,2020,Females,10–14,1,0.1,C43
Projections,Melanoma of the skin,2020,Females,15–19,16,2.2,C43
Projections,Melanoma of the skin,2020,Females,20–24,40,4.6,C43
Projections,Melanoma of the skin,2020,Females,25–29,144,14.9,C43
Projections,Melanoma of the skin,2020,Females,30–34,203,20.7,C43
Projections,Melanoma of the skin,2020,Females,35–39,263,28.3,C43
Projections,Melanoma of the skin,2020,Females,40–44,352,43.1,C43
Projections,Melanoma of the skin,2020,Females,45–49,456,53.7,C43
Projections,Melanoma of the skin,2020,Females,50–54,555,69.6,C43
Projections,Melanoma of the skin,2020,Females,55–59,556,70.6,C43
Projections,Melanoma of the skin,2020,Females,60–64,699,95.8,C43
Projections,Melanoma of the skin,2020,Females,65–69,893,139.2,C43
Projections,Melanoma of the skin,2020,Females,70–74,801,143.2,C43
Projections,Melanoma of the skin,2020,Females,75–79,661,165.3,C43
Projections,Melanoma of the skin,2020,Females,80–84,467,163.4,C43
Projections,Melanoma of the skin,2020,Females,85–89,380,207.2,C43
Projections,Melanoma of the skin,2020,Females,90+,252,187.9,C43
Actual,Prostate cancer,1982,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1982,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1982,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1982,Males,15–19,1,0.2,C61
Actual,Prostate cancer,1982,Males,20–24,2,0.3,C61
Actual,Prostate cancer,1982,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1982,Males,30–34,1,0.2,C61
Actual,Prostate cancer,1982,Males,35–39,1,0.2,C61
Actual,Prostate cancer,1982,Males,40–44,3,0.7,C61
Actual,Prostate cancer,1982,Males,45–49,11,2.9,C61
Actual,Prostate cancer,1982,Males,50–54,49,12.5,C61
Actual,Prostate cancer,1982,Males,55–59,170,45.4,C61
Actual,Prostate cancer,1982,Males,60–64,364,119.6,C61
Actual,Prostate cancer,1982,Males,65–69,647,256.2,C61
Actual,Prostate cancer,1982,Males,70–74,816,444.6,C61
Actual,Prostate cancer,1982,Males,75–79,740,667.8,C61
Actual,Prostate cancer,1982,Males,80–84,520,947.6,C61
Actual,Prostate cancer,1982,Males,85–89,199,956.6,C61
Actual,Prostate cancer,1982,Males,90+,82,"1,070.9",C61
Actual,Prostate cancer,1982,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1983,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1983,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1983,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1983,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1983,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1983,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1983,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1983,Males,35–39,4,0.7,C61
Actual,Prostate cancer,1983,Males,40–44,3,0.7,C61
Actual,Prostate cancer,1983,Males,45–49,7,1.8,C61
Actual,Prostate cancer,1983,Males,50–54,49,12.7,C61
Actual,Prostate cancer,1983,Males,55–59,176,46.4,C61
Actual,Prostate cancer,1983,Males,60–64,355,111.1,C61
Actual,Prostate cancer,1983,Males,65–69,636,252.5,C61
Actual,Prostate cancer,1983,Males,70–74,840,440.9,C61
Actual,Prostate cancer,1983,Males,75–79,863,747.5,C61
Actual,Prostate cancer,1983,Males,80–84,491,849.9,C61
Actual,Prostate cancer,1983,Males,85–89,228,"1,077.7",C61
Actual,Prostate cancer,1983,Males,90+,81,"1,030.1",C61
Actual,Prostate cancer,1983,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1984,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1984,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1984,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1984,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1984,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1984,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1984,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1984,Males,35–39,0,0.0,C61
Actual,Prostate cancer,1984,Males,40–44,4,0.8,C61
Actual,Prostate cancer,1984,Males,45–49,14,3.5,C61
Actual,Prostate cancer,1984,Males,50–54,61,16.1,C61
Actual,Prostate cancer,1984,Males,55–59,170,44.4,C61
Actual,Prostate cancer,1984,Males,60–64,409,121.9,C61
Actual,Prostate cancer,1984,Males,65–69,685,274.7,C61
Actual,Prostate cancer,1984,Males,70–74,889,446.8,C61
Actual,Prostate cancer,1984,Males,75–79,808,670.3,C61
Actual,Prostate cancer,1984,Males,80–84,517,845.9,C61
Actual,Prostate cancer,1984,Males,85–89,223,"1,017.5",C61
Actual,Prostate cancer,1984,Males,90+,93,"1,123.2",C61
Actual,Prostate cancer,1984,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1985,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1985,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1985,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1985,Males,15–19,1,0.1,C61
Actual,Prostate cancer,1985,Males,20–24,1,0.1,C61
Actual,Prostate cancer,1985,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1985,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1985,Males,35–39,2,0.3,C61
Actual,Prostate cancer,1985,Males,40–44,4,0.8,C61
Actual,Prostate cancer,1985,Males,45–49,16,3.8,C61
Actual,Prostate cancer,1985,Males,50–54,36,9.6,C61
Actual,Prostate cancer,1985,Males,55–59,189,49.1,C61
Actual,Prostate cancer,1985,Males,60–64,434,125.9,C61
Actual,Prostate cancer,1985,Males,65–69,695,273.7,C61
Actual,Prostate cancer,1985,Males,70–74,929,452.9,C61
Actual,Prostate cancer,1985,Males,75–79,899,711.6,C61
Actual,Prostate cancer,1985,Males,80–84,609,960.3,C61
Actual,Prostate cancer,1985,Males,85–89,259,"1,086.5",C61
Actual,Prostate cancer,1985,Males,90+,81,945.3,C61
Actual,Prostate cancer,1985,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1986,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1986,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1986,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1986,Males,15–19,1,0.1,C61
Actual,Prostate cancer,1986,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1986,Males,25–29,1,0.1,C61
Actual,Prostate cancer,1986,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1986,Males,35–39,1,0.2,C61
Actual,Prostate cancer,1986,Males,40–44,3,0.6,C61
Actual,Prostate cancer,1986,Males,45–49,15,3.5,C61
Actual,Prostate cancer,1986,Males,50–54,49,13.0,C61
Actual,Prostate cancer,1986,Males,55–59,195,50.7,C61
Actual,Prostate cancer,1986,Males,60–64,458,130.3,C61
Actual,Prostate cancer,1986,Males,65–69,724,272.1,C61
Actual,Prostate cancer,1986,Males,70–74,928,443.3,C61
Actual,Prostate cancer,1986,Males,75–79,921,693.8,C61
Actual,Prostate cancer,1986,Males,80–84,652,982.8,C61
Actual,Prostate cancer,1986,Males,85–89,284,"1,094.5",C61
Actual,Prostate cancer,1986,Males,90+,73,833.5,C61
Actual,Prostate cancer,1986,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1987,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1987,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1987,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1987,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1987,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1987,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1987,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1987,Males,35–39,0,0.0,C61
Actual,Prostate cancer,1987,Males,40–44,2,0.4,C61
Actual,Prostate cancer,1987,Males,45–49,12,2.7,C61
Actual,Prostate cancer,1987,Males,50–54,53,13.8,C61
Actual,Prostate cancer,1987,Males,55–59,190,50.0,C61
Actual,Prostate cancer,1987,Males,60–64,474,133.4,C61
Actual,Prostate cancer,1987,Males,65–69,720,258.2,C61
Actual,Prostate cancer,1987,Males,70–74,1045,490.8,C61
Actual,Prostate cancer,1987,Males,75–79,968,703.1,C61
Actual,Prostate cancer,1987,Males,80–84,694,986.3,C61
Actual,Prostate cancer,1987,Males,85–89,330,"1,212.0",C61
Actual,Prostate cancer,1987,Males,90+,78,864.2,C61
Actual,Prostate cancer,1987,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1988,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1988,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1988,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1988,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1988,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1988,Males,25–29,1,0.1,C61
Actual,Prostate cancer,1988,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1988,Males,35–39,1,0.2,C61
Actual,Prostate cancer,1988,Males,40–44,7,1.2,C61
Actual,Prostate cancer,1988,Males,45–49,14,3.0,C61
Actual,Prostate cancer,1988,Males,50–54,43,10.9,C61
Actual,Prostate cancer,1988,Males,55–59,197,52.5,C61
Actual,Prostate cancer,1988,Males,60–64,477,132.1,C61
Actual,Prostate cancer,1988,Males,65–69,830,284.0,C61
Actual,Prostate cancer,1988,Males,70–74,1059,498.0,C61
Actual,Prostate cancer,1988,Males,75–79,1052,734.7,C61
Actual,Prostate cancer,1988,Males,80–84,680,921.6,C61
Actual,Prostate cancer,1988,Males,85–89,316,"1,100.7",C61
Actual,Prostate cancer,1988,Males,90+,90,980.7,C61
Actual,Prostate cancer,1988,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1989,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1989,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1989,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1989,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1989,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1989,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1989,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1989,Males,35–39,1,0.2,C61
Actual,Prostate cancer,1989,Males,40–44,7,1.1,C61
Actual,Prostate cancer,1989,Males,45–49,10,2.1,C61
Actual,Prostate cancer,1989,Males,50–54,61,15.0,C61
Actual,Prostate cancer,1989,Males,55–59,208,56.0,C61
Actual,Prostate cancer,1989,Males,60–64,535,146.7,C61
Actual,Prostate cancer,1989,Males,65–69,970,316.0,C61
Actual,Prostate cancer,1989,Males,70–74,1076,507.1,C61
Actual,Prostate cancer,1989,Males,75–79,1191,795.1,C61
Actual,Prostate cancer,1989,Males,80–84,777,"1,008.2",C61
Actual,Prostate cancer,1989,Males,85–89,373,"1,223.3",C61
Actual,Prostate cancer,1989,Males,90+,108,"1,138.3",C61
Actual,Prostate cancer,1989,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1990,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1990,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1990,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1990,Males,15–19,1,0.1,C61
Actual,Prostate cancer,1990,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1990,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1990,Males,30–34,1,0.1,C61
Actual,Prostate cancer,1990,Males,35–39,2,0.3,C61
Actual,Prostate cancer,1990,Males,40–44,11,1.7,C61
Actual,Prostate cancer,1990,Males,45–49,18,3.6,C61
Actual,Prostate cancer,1990,Males,50–54,74,17.6,C61
Actual,Prostate cancer,1990,Males,55–59,261,71.1,C61
Actual,Prostate cancer,1990,Males,60–64,628,170.7,C61
Actual,Prostate cancer,1990,Males,65–69,1185,377.6,C61
Actual,Prostate cancer,1990,Males,70–74,1236,567.3,C61
Actual,Prostate cancer,1990,Males,75–79,1314,850.3,C61
Actual,Prostate cancer,1990,Males,80–84,871,"1,078.3",C61
Actual,Prostate cancer,1990,Males,85–89,410,"1,299.9",C61
Actual,Prostate cancer,1990,Males,90+,125,"1,246.8",C61
Actual,Prostate cancer,1990,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1991,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1991,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1991,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1991,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1991,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1991,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1991,Males,30–34,1,0.1,C61
Actual,Prostate cancer,1991,Males,35–39,0,0.0,C61
Actual,Prostate cancer,1991,Males,40–44,8,1.2,C61
Actual,Prostate cancer,1991,Males,45–49,19,3.6,C61
Actual,Prostate cancer,1991,Males,50–54,79,18.2,C61
Actual,Prostate cancer,1991,Males,55–59,246,67.0,C61
Actual,Prostate cancer,1991,Males,60–64,645,175.9,C61
Actual,Prostate cancer,1991,Males,65–69,1230,384.2,C61
Actual,Prostate cancer,1991,Males,70–74,1518,664.4,C61
Actual,Prostate cancer,1991,Males,75–79,1432,900.7,C61
Actual,Prostate cancer,1991,Males,80–84,979,"1,159.8",C61
Actual,Prostate cancer,1991,Males,85–89,462,"1,365.7",C61
Actual,Prostate cancer,1991,Males,90+,135,"1,299.1",C61
Actual,Prostate cancer,1991,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1992,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1992,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1992,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1992,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1992,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1992,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1992,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1992,Males,35–39,1,0.1,C61
Actual,Prostate cancer,1992,Males,40–44,4,0.6,C61
Actual,Prostate cancer,1992,Males,45–49,23,4.1,C61
Actual,Prostate cancer,1992,Males,50–54,96,21.5,C61
Actual,Prostate cancer,1992,Males,55–59,300,80.3,C61
Actual,Prostate cancer,1992,Males,60–64,821,226.6,C61
Actual,Prostate cancer,1992,Males,65–69,1517,467.2,C61
Actual,Prostate cancer,1992,Males,70–74,1689,706.6,C61
Actual,Prostate cancer,1992,Males,75–79,1672,"1,032.4",C61
Actual,Prostate cancer,1992,Males,80–84,1102,"1,247.9",C61
Actual,Prostate cancer,1992,Males,85–89,542,"1,512.5",C61
Actual,Prostate cancer,1992,Males,90+,162,"1,412.9",C61
Actual,Prostate cancer,1992,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1993,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1993,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1993,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1993,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1993,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1993,Males,25–29,1,0.1,C61
Actual,Prostate cancer,1993,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1993,Males,35–39,1,0.1,C61
Actual,Prostate cancer,1993,Males,40–44,12,1.8,C61
Actual,Prostate cancer,1993,Males,45–49,37,6.2,C61
Actual,Prostate cancer,1993,Males,50–54,167,36.7,C61
Actual,Prostate cancer,1993,Males,55–59,484,126.4,C61
Actual,Prostate cancer,1993,Males,60–64,1197,335.0,C61
Actual,Prostate cancer,1993,Males,65–69,2258,685.8,C61
Actual,Prostate cancer,1993,Males,70–74,2678,"1,070.6",C61
Actual,Prostate cancer,1993,Males,75–79,2197,"1,347.5",C61
Actual,Prostate cancer,1993,Males,80–84,1399,"1,503.3",C61
Actual,Prostate cancer,1993,Males,85–89,565,"1,493.2",C61
Actual,Prostate cancer,1993,Males,90+,197,"1,584.6",C61
Actual,Prostate cancer,1993,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1994,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1994,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1994,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1994,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1994,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1994,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1994,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1994,Males,35–39,0,0.0,C61
Actual,Prostate cancer,1994,Males,40–44,13,2.0,C61
Actual,Prostate cancer,1994,Males,45–49,50,8.1,C61
Actual,Prostate cancer,1994,Males,50–54,242,51.1,C61
Actual,Prostate cancer,1994,Males,55–59,730,185.9,C61
Actual,Prostate cancer,1994,Males,60–64,1597,450.9,C61
Actual,Prostate cancer,1994,Males,65–69,2786,840.4,C61
Actual,Prostate cancer,1994,Males,70–74,3080,"1,170.7",C61
Actual,Prostate cancer,1994,Males,75–79,2286,"1,403.6",C61
Actual,Prostate cancer,1994,Males,80–84,1528,"1,554.5",C61
Actual,Prostate cancer,1994,Males,85–89,594,"1,496.0",C61
Actual,Prostate cancer,1994,Males,90+,193,"1,432.7",C61
Actual,Prostate cancer,1994,Males,Unknown,1,. .,C61
Actual,Prostate cancer,1995,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1995,Males,05–09,1,0.2,C61
Actual,Prostate cancer,1995,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1995,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1995,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1995,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1995,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1995,Males,35–39,1,0.1,C61
Actual,Prostate cancer,1995,Males,40–44,19,2.9,C61
Actual,Prostate cancer,1995,Males,45–49,81,12.8,C61
Actual,Prostate cancer,1995,Males,50–54,338,68.4,C61
Actual,Prostate cancer,1995,Males,55–59,818,201.9,C61
Actual,Prostate cancer,1995,Males,60–64,1599,454.1,C61
Actual,Prostate cancer,1995,Males,65–69,2656,795.4,C61
Actual,Prostate cancer,1995,Males,70–74,2805,"1,042.7",C61
Actual,Prostate cancer,1995,Males,75–79,2038,"1,206.7",C61
Actual,Prostate cancer,1995,Males,80–84,1297,"1,268.7",C61
Actual,Prostate cancer,1995,Males,85–89,582,"1,382.0",C61
Actual,Prostate cancer,1995,Males,90+,183,"1,263.8",C61
Actual,Prostate cancer,1995,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1996,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1996,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1996,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1996,Males,15–19,1,0.2,C61
Actual,Prostate cancer,1996,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1996,Males,25–29,1,0.1,C61
Actual,Prostate cancer,1996,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1996,Males,35–39,0,0.0,C61
Actual,Prostate cancer,1996,Males,40–44,14,2.1,C61
Actual,Prostate cancer,1996,Males,45–49,89,13.7,C61
Actual,Prostate cancer,1996,Males,50–54,316,61.4,C61
Actual,Prostate cancer,1996,Males,55–59,767,183.6,C61
Actual,Prostate cancer,1996,Males,60–64,1268,360.1,C61
Actual,Prostate cancer,1996,Males,65–69,2084,620.6,C61
Actual,Prostate cancer,1996,Males,70–74,2277,828.8,C61
Actual,Prostate cancer,1996,Males,75–79,1683,941.7,C61
Actual,Prostate cancer,1996,Males,80–84,1152,"1,093.6",C61
Actual,Prostate cancer,1996,Males,85–89,533,"1,197.5",C61
Actual,Prostate cancer,1996,Males,90+,174,"1,123.1",C61
Actual,Prostate cancer,1996,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1997,Males,00–04,0,0.0,C61
Actual,Prostate cancer,1997,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1997,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1997,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1997,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1997,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1997,Males,30–34,1,0.1,C61
Actual,Prostate cancer,1997,Males,35–39,2,0.3,C61
Actual,Prostate cancer,1997,Males,40–44,8,1.2,C61
Actual,Prostate cancer,1997,Males,45–49,85,13.1,C61
Actual,Prostate cancer,1997,Males,50–54,283,51.0,C61
Actual,Prostate cancer,1997,Males,55–59,716,165.6,C61
Actual,Prostate cancer,1997,Males,60–64,1264,351.4,C61
Actual,Prostate cancer,1997,Males,65–69,1957,582.9,C61
Actual,Prostate cancer,1997,Males,70–74,2152,767.2,C61
Actual,Prostate cancer,1997,Males,75–79,1689,893.5,C61
Actual,Prostate cancer,1997,Males,80–84,1141,"1,054.9",C61
Actual,Prostate cancer,1997,Males,85–89,549,"1,163.7",C61
Actual,Prostate cancer,1997,Males,90+,175,"1,066.0",C61
Actual,Prostate cancer,1997,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1998,Males,00–04,1,0.2,C61
Actual,Prostate cancer,1998,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1998,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1998,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1998,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1998,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1998,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1998,Males,35–39,2,0.3,C61
Actual,Prostate cancer,1998,Males,40–44,17,2.5,C61
Actual,Prostate cancer,1998,Males,45–49,82,12.6,C61
Actual,Prostate cancer,1998,Males,50–54,359,61.0,C61
Actual,Prostate cancer,1998,Males,55–59,827,185.2,C61
Actual,Prostate cancer,1998,Males,60–64,1243,336.0,C61
Actual,Prostate cancer,1998,Males,65–69,1841,551.9,C61
Actual,Prostate cancer,1998,Males,70–74,2044,712.9,C61
Actual,Prostate cancer,1998,Males,75–79,1770,886.7,C61
Actual,Prostate cancer,1998,Males,80–84,1180,"1,071.2",C61
Actual,Prostate cancer,1998,Males,85–89,577,"1,147.6",C61
Actual,Prostate cancer,1998,Males,90+,203,"1,155.5",C61
Actual,Prostate cancer,1998,Males,Unknown,0,. .,C61
Actual,Prostate cancer,1999,Males,00–04,1,0.2,C61
Actual,Prostate cancer,1999,Males,05–09,0,0.0,C61
Actual,Prostate cancer,1999,Males,10–14,0,0.0,C61
Actual,Prostate cancer,1999,Males,15–19,0,0.0,C61
Actual,Prostate cancer,1999,Males,20–24,0,0.0,C61
Actual,Prostate cancer,1999,Males,25–29,0,0.0,C61
Actual,Prostate cancer,1999,Males,30–34,0,0.0,C61
Actual,Prostate cancer,1999,Males,35–39,1,0.1,C61
Actual,Prostate cancer,1999,Males,40–44,9,1.3,C61
Actual,Prostate cancer,1999,Males,45–49,77,11.7,C61
Actual,Prostate cancer,1999,Males,50–54,407,66.6,C61
Actual,Prostate cancer,1999,Males,55–59,840,180.1,C61
Actual,Prostate cancer,1999,Males,60–64,1341,350.5,C61
Actual,Prostate cancer,1999,Males,65–69,1871,563.9,C61
Actual,Prostate cancer,1999,Males,70–74,2167,740.1,C61
Actual,Prostate cancer,1999,Males,75–79,2008,952.0,C61
Actual,Prostate cancer,1999,Males,80–84,1137,"1,015.7",C61
Actual,Prostate cancer,1999,Males,85–89,600,"1,123.5",C61
Actual,Prostate cancer,1999,Males,90+,204,"1,075.4",C61
Actual,Prostate cancer,1999,Males,Unknown,0,. .,C61
Actual,Prostate cancer,2000,Males,00–04,0,0.0,C61
Actual,Prostate cancer,2000,Males,05–09,0,0.0,C61
Actual,Prostate cancer,2000,Males,10–14,0,0.0,C61
Actual,Prostate cancer,2000,Males,15–19,0,0.0,C61
Actual,Prostate cancer,2000,Males,20–24,1,0.2,C61
Actual,Prostate cancer,2000,Males,25–29,0,0.0,C61
Actual,Prostate cancer,2000,Males,30–34,0,0.0,C61
Actual,Prostate cancer,2000,Males,35–39,1,0.1,C61
Actual,Prostate cancer,2000,Males,40–44,13,1.8,C61
Actual,Prostate cancer,2000,Males,45–49,120,18.1,C61
Actual,Prostate cancer,2000,Males,50–54,401,63.6,C61
Actual,Prostate cancer,2000,Males,55–59,913,187.4,C61
Actual,Prostate cancer,2000,Males,60–64,1391,349.3,C61
Actual,Prostate cancer,2000,Males,65–69,1944,589.3,C61
Actual,Prostate cancer,2000,Males,70–74,2173,730.0,C61
Actual,Prostate cancer,2000,Males,75–79,1956,896.5,C61
Actual,Prostate cancer,2000,Males,80–84,1217,"1,029.5",C61
Actual,Prostate cancer,2000,Males,85–89,663,"1,174.8",C61
Actual,Prostate cancer,2000,Males,90+,187,907.7,C61
Actual,Prostate cancer,2000,Males,Unknown,0,. .,C61
Actual,Prostate cancer,2001,Males,00–04,0,0.0,C61
Actual,Prostate cancer,2001,Males,05–09,0,0.0,C61
